miRanda;target scan;ARL6IP6
TLK1;;CCDC73
IKZF1;;NEK2
RGNEF;;FAM3C
TOR1AIP2;;SH3D19
SUB1;;NBLA00301
MAFB;;ZNF384
MAB21L1;;RNF34
TMCO1;;SLAIN1
GADL1;;AKAP9
CCDC43;;ALKBH4
GRIA3;;SMN2
UCP3;;RAB5B
LOC285359;;CMPK1
ZFP28;;MERTK
MAN1A2;;TMEM202
GAS1;;KIRREL2
SUCLA2;;ZNF37A
LOC100127974;;KTN1
YLPM1;;DMXL1
NPEPPS;;CHCHD7
VKORC1L1;;EGR3
FAM120A;;TDRD6
AASDH;;ZNF804A
SDC2;;REPS1
CNKSR3;;PDE12
MARCKSL1;;PCSK2
SLMAP;;LPAR3
C10orf112;;MID1IP1
ZIC1;;KLF4
CLSTN2;;USP24
H3F3B;;EIF4G3
ERLEC1;;VNN3
RNF157;;FAM76B
GNB4;;PKD1L1
ZNF286B;;KIAA0317
FGG;;PRDXDD1P
FBXL14;;CYTH1
ANKRA2;;IL33
SYCP2;;HADHB
RCSD1;;VEGFC
LHCGR;;SCN4B
ZFY;;MGC11082
ZNF233;;TSPYL2
SPDYA;;SLC35F5
RALGAPA1;;C17orf98
ZNF770;;CCDC92
FUCA2;;PALMD
CAMK2N2;;RFPL3
MAN1B1;;PTPRM
SOX9;;PSMA2
ADO;;ADH1A
SLC4A10;;PPM1L
TM4SF19;;PRDM5
PRUNE2;;NMI
RASGRP3;;SP2
SNORA60;;MICAL2
CLDN8;;CCDC148
CD302;;ZNF747
MACC1;;IFT88
SLC5A12;;RGS21
ZNF333;;C8orf45
GABRA5;;PIWIL3
MNS1;;TUBB3
LOC388692;;SOCS2
FBXL17;;ZNF624
GAN;;VPS29
ESCO2;;GMFB
TMEM17;;CCDC82
HCP5;;PODXL
PRDM13;;BTG3
GLYAT;;GNA14
NUP188;;CDC42
FGFR1;;KBTBD10
C1orf124;;WTAP
NECAP2;;EP300
ZNF491;;WSB1
TTC14;;HELLS
CDC5L;;IL17RB
ABHD6;;MARVELD2
FOXR2;;ATAD5
BRP44L;;WNK3
PQLC3;;ALPK2
SRA1;;CMTM8
BTF3L1;;C11orf61
ZSCAN22;;PDK4
RAB15;;CROT
MRPS18C;;ZRANB3
LOC152742;;PROX1
TRIM2;;MAP2K6
ATG12;;BHMT2
ECT2L;;SNX3
DAPP1;;SEMA4D
SOBP;;POLA1
ELOVL4;;FGF9
DNAJB12;;TMSB4X
PRCD;;CHSY1
ZBTB6;;SLC14A2
CBX2;;EFCAB2
CCL20;;ZC3H14
GTF3C3;;RHCE
LOC283508;;VANGL1
ADAMTS6;;ATP8B2
PART1;;FBXW10
NTS;;SIPA1L2
LOC151162;;SI
SUMO2;;LIX1
MMAB;;PTHLH
AQR;;ARX
TMEM30B;;DERA
NBPF9;;MAGEB3
PPID;;RPP30
XRN1;;EDN2
LOC203274;;CKAP2
SLC23A2;;RECQL
PCDHB10;;UBASH3B
CCDC110;;CLPX
SLC24A3;;NMNAT1
ANO4;;PURA
ZNF597;;ZNF750
ATP6V0A2;;NIT1
GREM2;;CENPE
GRAMD2;;COX15
TP53INP2;;LOC220429
TPTE2P1;;TRHDE
CCDC144A;;DSG1
ZNF470;;GAS1
STAU2;;SYCP2
GALNT3;;HCP5
PRMT2;;NTS
RRAGB;;AQR
RBM34;;CCDC110
AHNAK;;PRMT2
RAG2;;ADH1C
HFE;;HSDL2
ITGA1;;NCKAP1
C6orf174;;DNAJC24
FERMT1;;TAS2R20
DUSP10;;FOXC1
CTRL;;ADSS
FOXJ2;;PDE4DIP
C19orf50;;RAD54B
SSTR2;;JHDM1D
WDR36;;ZNF292
FHDC1;;IRGM
TES;;ZXDB
SPATA4;;SFRS2B
ENC1;;ZNF80
THUMPD2;;RLN1
DEXI;;IFNA8
NPAT;;SAMD8
IL21R;;THBS2
PDGFA;;PMS1
LEP;;Sep-15
RTKN;;PCDHB12
ADH1C;;ZSWIM6
SOX30;;ANKAR
TRPC1;;NAP1L5
CCDC112;;CD300LB
RAI1;;NR1H4
RORB;;FLCN
MTMR12;;DSN1
EEA1;;C3orf67
PIP4K2B;;CSNK1G2
TMEM85;;ADRB2
GPRASP2;;ERBB2IP
DAG1;;WBP5
PHC3;;IP6K2
FAM125B;;CCDC111
SFRS14;;PRIM2
SDAD1;;PLEKHG4
ARID3A;;C1orf55
C14orf181;;HNRNPD
GJA1;;STAMBP
CAPZA1;;NPNT
STK39;;MANSC1
LOC440248;;RAI2
TAF1L;;SRFBP1
GPATCH2;;C16orf52
FAM123B;;PHF17
TMED2;;KIAA1432
STAT4;;TBCA
FLJ43963;;IFIT5
FAM136A;;MOCS2
CACNB4;;CDK14
HSPB2;;C10orf137
LOC84989;;AK3L1
MAP3K2;;HLA-DPB1
OVOL2;;HIBCH
BBS7;;AKTIP
PNKD;;PPP1R2P1
HTR2C;;CC2D2A
HSPA14;;FBXW7
FAF2;;ITM2B
PCM1;;FGF13
CDC73;;ERP44
AP3M2;;RPS6KA4
FZD10;;CRH
CEP70;;ARHGEF2
TMEM47;;CD200R1
IREB2;;NPL
RABL2A;;CBWD3
HSDL2;;C3orf14
GPR128;;ZNF439
FBXO45;;SHANK3
C13orf38;;B3GNT2
C11orf58;;KCNJ6
SIX6;;COL5A2
CPSF2;;GTF2IRD2B
PLA2G4D;;MSR1
CFDP1;;EIF3H
FRAT2;;DENND2C
FAM133A;;MAPKSP1
NCKAP1;;TBCCD1
SDPR;;MREG
NOL12;;ADAM21
SYF2;;CNTN5
ASB3;;C15orf48
GPR126;;LNX1
SNAP23;;DSE
C9orf153;;C15orf21
FAM109A;;SLC17A6
MRPL46;;MCOLN3
ZBTB24;;SKP1
HRASLS2;;CELF2
FAM66D;;PDE6H
GCG;;SGK1
TOMM20;;SPTBN1
DHX36;;FBXL3
TMCO4;;GRPEL2
AP4E1;;LRP11
TRIM44;;DUSP7
SYNE2;;GNAI1
RUNDC2C;;LRRK1
PSMC6;;MBLAC2
EN2;;RCBTB2
ZSWIM2;;USP46
SEC16B;;NUPL1
PURG;;ATF7IP
PAX9;;PCYOX1
LRRIQ1;;LOC203107
WDR67;;SOS2
TLE1;;SET
DDX27;;PTPRC
SLC30A4;;ALDH6A1
VIP;;IRF2
RAB41;;TMEM133
RNF138;;APOBEC3H
ITIH5L;;IL12B
PIGB;;GTF2IRD2
GRIN2A;;APIP
SYN2;;ARMCX3
DPYD;;NIPBL
ACSM2A;;RIBC1
HSF2;;JPH1
H6PD;;NMNAT2
RCOR1;;DHODH
MPZ;;PRCP
WDR26;;APH1B
TMEM107;;IQCH
SETBP1;;CD38
CCNYL1;;TPBG
VENTXP1;;ADCY7
GRB2;;MAP3K7
NUP98;;TMEM185B
FNIP2;;GLT25D2
OSTM1;;ANO3
ZCCHC14;;BUB1
HECW1;;C20orf103
CPSF3L;;HUWE1
FLJ43315;;TCHP
UFM1;;MYCBP2
GPR19;;CXorf58
FAM46C;;RASA3
ARRDC4;;ATXN2
SRGAP2;;KIAA1324L
CCNL1;;UBE2W
KLHL17;;EPHB1
MTA3;;GMEB1
ZNF292;;ATP5G3
PSMD9;;SMEK1
COL25A1;;FGF18
DPY19L4;;UBE2L3
ARL5B;;WDR3
C3orf23;;CD44
NAMPT;;TRIL
C15orf61;;MRPS36
NLGN1;;SLC25A12
TFDP1;;CNTNAP1
STX2;;KLHDC2
ZNF451;;TEX10
TPRG1L;;PKN2
RASL12;;KRTAP20-3
RNASE13;;CYP3A7
HELZ;;CRTAM
BIRC6;;LMX1A
TTC30A;;TMEM57
C10orf25;;IFT52
SBK1;;ROBO3
RGS11;;TMEM217
ADRA2A;;DNAH14
C1orf112;;CNTN6
PELI1;;CCR2
SSH2;;HINFP
TMEM196;;HK2
PTMA;;AASDH
RLF;;GLYAT
PIK3R2;;NUP188
LOC100129940;;C1orf124
TMTC3;;ELOVL4
KIAA0776;;MMAB
ZFP161;;GREM2
CRYL1;;FERMT1
RTN4R;;SPATA4
ATXN8OS;;SOX30
KLHL29;;TAF1L
NCOA7;;HTR2C
ZBTB44;;SETBP1
VENTXP7;;CCNL1
LOC147670;;MAPKAP1
ADAMTS19;;PTH
PIP5K1B;;NSUN7
C13orf23;;NHSL1
CENPQ;;LHX9
FAM168B;;AMMECR1L
TMEM14B;;LOC285456
CNGB3;;C20orf11
SH3RF1;;FAM135B
ARHGAP10;;NSMCE2
VTA1;;C2orf72
NOTCH2;;PLA2R1
USP53;;SNF8
LOC286059;;GRIA4
ZNF197;;RPS6KA5
TBX5;;FMO9P
MAP6;;PTF1A
AFG3L1;;PHF2
GLT1D1;;RAB31
HPCAL4;;LMTK2
ATP6V1H;;ADAM17
GRM6;;HKR1
ADAM18;;TMEM132C
DNAJC24;;BCHE
MAST2;;UBAP1
FLJ40330;;UBE2K
KCTD5;;RNF38
ZNF780B;;C9orf68
ATAD2B;;C8orf85
MYCN;;SLCO1A2
HNRNPA1;;VARS2
BAZ1B;;SNRK
PMS2L5;;AKAP1
MAP3K5;;KHDRBS1
INTS6;;ATP1A1
SLC46A2;;CAP2
SENP5;;TMC5
C10orf4;;TCHH
TSHZ1;;POLR3G
KDM3A;;SPATA2
JRKL;;COX7B2
ATP2B2;;TLE4
RAB38;;ZBTB49
ZNF551;;MYOM2
HIAT1;;WAC
TMED10P1;;CBX1
CECR6;;CDH6
CHD9;;YAP1
SPDYE8P;;MAEL
PLAGL2;;IFT57
LRCH3;;SFRS11
CKAP4;;SYT4
PTH;;MYCL1
MGC31957;;ZNF334
RGAG1;;DNAH7
NAA25;;REG1B
FBXO39;;ZNF549
FAM35B2;;HULC
SERPINF2;;TMEM215
RBAK;;HOMER1
SMEK3P;;C9orf103
NSUN7;;FREM2
TAS2R20;;KCNB2
C4orf3;;NDUFAB1
PPM1E;;SLCO1B1
LHX8;;SSB
GLRB;;MAL2
BRWD1;;ZIC5
VAT1L;;NAAA
FMR1NB;;IMPAD1
RAB39;;ERC2
TMEM18;;CNDP2
KIAA1804;;ESAM
SNORA11B;;PFDN4
CHD7;;SLIT3
PNP;;RPS13
HMG20A;;ATG10
NHSL1;;LOC641364
DDX52;;SFRS12
FKBP3;;ST14
BZW2;;ZBTB2
TMEM26;;CXorf48
C2orf80;;FAM40B
HNRNPA3P1;;ZMYM2
CHST2;;GLG1
LOC401093;;TRMT11
C10orf72;;ANTXR2
CLRN1;;LOC151162
LHFPL3;;TPTE2P1
BRI3;;GPRASP2
SEPHS1;;SRGAP2
CHCHD5;;ATXN8OS
MAN1A1;;SPDYE8P
LRRC8C;;LPGAT1
CABYR;;DCBLD2
LOC285033;;WDFY1
AG2;;RIF1
TMTC2;;TMEM123
FAM122A;;PRICKLE2
MAST3;;PLEKHA5
NUS1;;LOC285074
ARF4;;UTP6
ADRA1D;;USP38
MAP1LC3B;;TTC19
LRRC16A;;CABP7
TIMM17A;;ZNF81
C6orf72;;MITF
FAM102A;;IRF6
GALNTL1;;FAM111A
FLJ21408;;ADIPOR2
RGS1;;FBLN2
CHST1;;CYP39A1
EFHA2;;GNG4
QSOX2;;PPME1
GULP1;;FBXO31
NEURL1B;;KCNT2
NEUROD1;;PCSK1
LPGAT1;;C1orf103
FCN1;;MDS2
HIVEP1;;ZDHHC15
ATP6V1B2;;WDR52
ZFC3H1;;COX7B
MXRA5;;ZNF84
PPM1K;;AP1S2
KIAA0196;;TIPIN
PTPLAD1;;SLC9A2
AKT3;;MTPAP
RPL23;;CENPK
MTERFD1;;SFRS12IP1
SBF2;;THSD4
HAO1;;RASSF8
PPP2R5C;;CD6
MATN3;;NKRF
KIAA1826;;PDIA5
SAFB2;;OPN5
SLC15A2;;PRKG2
FAM122C;;SLITRK4
WDR7;;TFB2M
SLC7A5;;DR1
SLC25A30;;KCTD12
ASXL1;;CNTNAP3B
ENPP4;;CNTNAP3
FAM82A1;;BPNT1
TBPL1;;DZIP3
FUCA1;;DNAJC7
LHX9;;POLR2A
POM121L8P;;ANKRD57
GALNT12;;VPS13B
WWP1;;CFHR5
LOC730811;;IQGAP2
ARHGAP29;;MIR34A
RBM44;;C16orf62
TNFAIP2;;AKNAD1
MEX3C;;NEGR1
ZBTB7A;;ELAVL2
STARD9;;PHF14
FCRL4;;CCDC85A
LRP6;;SLA2
C1orf105;;EIF2S3
NAP1L3;;SLC25A25
LRP1;;RNF175
NOVA1;;PTCD2
B3GALNT2;;SRA1
SPTA1;;MRPS18C
HIST2H2BF;;LOC152742
ACAP2;;GTF3C3
FOXG1;;FHDC1
DCBLD2;;MTMR12
TPRX1;;RABL2A
TKTL2;;ZBTB24
UNC5D;;VIP
FUT4;;TMEM18
EPM2AIP1;;SLC15A2
FDX1;;TTC12
SNIP1;;ITPR3
DLC1;;PRR18
ZC3H13;;FLG
STX7;;PHLPP1
TRIB3;;FGF11
FHL5;;EDA
CBX3;;ZC3H12C
C2orf86;;KPNA1
FOXC1;;NFE2L2
PRPF18;;GSTM4
GOLT1A;;PANK1
FAM174A;;DLG1
SERPINE1;;ACTR6
AVL9;;IKZF2
KIAA1244;;EYA1
WDR43;;CTCFL
FLJ16124;;SGIP1
LYRM7;;ATL2
LACTB;;NSF
ZNF518A;;PAM
IL13RA1;;SAMD5
MOCS3;;DLX2
TM4SF4;;PRKCH
XGPY2;;SNX9
ADAM12;;AMN1
ZSWIM4;;DYRK1A
C2CD2;;HTATSF1
TOPBP1;;LOC613266
ZNF831;;PCOLCE2
ZC3H15;;PSMG4
C14orf126;;SLC23A3
MAGEB2;;SLCO1B3
ANKRD13D;;RALYL
RBM42;;EIF2AK4
PLB1;;MTMR2
HCN1;;COG6
DDX46;;METT11D1
ADSS;;TMEM108
PDE4DIP;;C1orf163
FRMPD1;;KIAA0564
HMGB2;;RNF144A
PGAM1;;GIN1
CUL5;;TSPAN6
KU-MEL-3;;LOC126536
SCN1A;;SEC24C
MAP2K1;;TET3
SLC25A42;;STRN3
CEP164;;UGDH
PCDH10;;SLC18A2
EPHA3;;ZMYM1
AMMECR1L;;VPS37A
BCL9;;SLC37A1
ZNF608;;BPIL2
WDR19;;C17orf104
FAM188A;;TIGIT
RAD54B;;RPS7
SLC22A10;;SECISBP2L
C17orf97;;ZBTB43
CR1;;SLC11A2
ARHGAP36;;RBM8A
TAF2;;IL9
FOXD3;;SMAD5
DEFB132;;SHISA9
FAM126A;;C14orf118
CTF1;;UMODL1
MAST4;;SLC6A14
OSGEPL1;;FIGNL1
UQCRB;;OR2C3
KIF5B;;EFCAB6
HEY1;;TCF4
RHOB;;PIAS1
JHDM1D;;GAGE1
LOC285456;;psiTPTE22
ZFHX3;;EDNRB
GPR111;;PDGFRA
FAM43A;;PPCS
ACP6;;SMG1
PGCP;;KPNA4
CPT1A;;HEXA
C20orf11;;YWHAH
RAG1;;RND3
IRGM;;GATA6
SOCS3;;NDUFS3
WDFY1;;RYBP
RNF149;;PRMT1
RBMXL2;;TCP11L2
TALDO1;;SCAND3
FLJ41278;;CEP192
MGA;;MLL2
ADAMTS5;;LOC339529
SPCS3;;ZC3H8
GATA5;;LOC203274
PIRT;;SLC24A3
NANP;;MAP3K2
RNF139;;ZSWIM2
POLR1D;;PIGB
IFT27;;GRB2
FAM135B;;RGAG1
BCL2L12;;RAB39
WDR89;;PPM1K
GALNT7;;EPM2AIP1
RPIA;;ZSWIM4
TUBGCP3;;BCL2L12
UBE4A;;SENP3
SENP3;;COL17A1
COQ10B;;NAA15
RMND1;;C22orf39
DPY19L2;;MRPL50
PSAT1;;RAB6A
RSAD2;;SLC15A1
RFX6;;CHN1
ZXDB;;VSIG2
A2ML1;;HNRNPK
PDLIM3;;TCF7L2
SAP30;;NTNG1
MFSD11;;NTM
LAMC3;;C1orf131
COL17A1;;ATG4A
HDAC4;;TCP11L1
LOC100133207;;PTCH1
ATG2B;;RNF111
C8orf38;;SPARCL1
BOD1L;;ZNF682
CCDC28B;;CLUL1
SFRS2B;;LOC221442
NIPAL3;;EPHA4
PCNT;;TRIP12
DLGAP2;;NCOA1
C2orf55;;LDB3
POM121C;;ARF3
MOBKL2B;;PSME4
PLK1S1;;BDNF
RIF1;;LOC284551
ST6GALNAC5;;LRP1B
UGT1A10;;WDR41
RPL36A;;DNAH5
MTHFD1L;;CAPS2
TCHHL1;;SPIN1
LIN28B;;Sep-02
LOC729082;;EPB41L3
RPL37;;SH3KBP1
NSMCE2;;KIAA0430
MAMDC2;;INPP4B
ADAM7;;KLF11
GORAB;;PEX13
SPATA5L1;;EYA2
LOC100216479;;IQCK
ITK;;TMEM117
TTC6;;CERKL
ZNF80;;YBX1
CWC15;;ELMO1
GIPC2;;ACTN1
AKAP10;;CTBP2
ABCA17P;;TNKS2
UBXN1;;GLUD1
TMEM123;;TIGD6
C2orf72;;FXR1
RGPD3;;RGS10
CTHRC1;;LOC90925
C3orf15;;MARK3
RWDD4A;;TJP1
LOC654433;;VIM
CHPT1;;SULT1E1
SEH1L;;PIKFYVE
CEP350;;E4F1
ATP8B1;;KIF20B
FZD5;;BCL6
HTT;;PPP2R2B
PRICKLE2;;PDGFRB
NUCKS1;;ETV5
RLN1;;SYT14
LOC285812;;BAG4
TTC17;;RPP21
PLA2R1;;ASXL2
RG9MTD1;;CTSK
ZNF680;;ZNF638
GALR1;;MED20
LOC285026;;CDK8
OAS2;;C8orf59
KLRC4;;SEC24D
KCTD7;;NPM1
IFNA8;;P4HA1
NAA15;;TMEFF2
VAMP3;;MACF1
COL1A2;;FPR3
AKAP6;;NUP62CL
LRRC28;;ANGPTL3
MMP13;;GPR98
HNRNPA0;;EGLN2
TTC12;;UCHL5
ZNF552;;NRBF2
SAMD8;;PIK3C2G
LOC150568;;WNT16
THBS2;;AGTR1
RAB12;;GBP3
C10orf76;;MBNL1
C10orf96;;DMTF1
PMS1;;SYNPR
XPO5;;SEC61A2
CTTNBP2NL;;AURKB
EEF1DP3;;YWHAE
FLJ10661;;HOMEZ
PTGIS;;ZMIZ1
ADAMTS3;;MYST3
TMEM128;;GRAMD3
METTL3;;KLRG1
SETD1B;;MCF2
GPC3;;NPFFR2
RALGPS1;;MSTN
ALX1;;PRR20A
GLYATL3;;KRTAP5-2
SBDS;;LRRC31
DCP1A;;SURF4
LOC100302652;;C19orf2
ZNF330;;HCG22
CYYR1;;CHEK1
UBE2E1;;FAM96A
ITPR3;;NAA16
COL12A1;;ZNF826
SNF8;;PDZRN4
ZIC2;;RICH2
KIAA1632;;TXNDC15
TGDS;;STAM
DKFZP434L187;;METTL5
ATP10A;;ZBTB10
ACTC1;;C21orf49
PEX12;;LYRM4
SPG11;;SCHIP1
CHRM3;;SEL1L3
NPY;;ASPH
CDHR1;;TCF20
GRIA4;;FCRLB
CLEC4D;;YWHAQ
PHF20;;SHMT1
POLR2C;;SLC45A2
SCML2;;RPS6KC1
ABCB5;;YTHDF2
NEUROG1;;CTSL1
CSNK1G1;;BUB3
RFTN2;;SPRY2
MPP5;;HAT1
SFXN1;;NR6A1
PM20D2;;JMJD1C
LIN9;;NOL8
DYNLT3;;IFT74
TRIAP1;;AGBL1
IL17A;;ZNF385B
PRRT2;;IRF2BP2
LOC285074;;APC
IL8;;TMEM14C
VENTX;;SMAP2
ZNF518B;;FBXO8
ZBTB1;;MRPL42
SPTLC1;;LONRF1
SUPT4H1;;KDELR3
PRKACB;;TMEM67
CALCB;;REXO2
C17orf42;;C12orf56
IER2;;OSR2
RAP1BL;;GON4L
RANBP9;;RSRC1
C22orf39;;AMOT
SELS;;FGF23
GFPT2;;GRK5
LOC121952;;SCAPER
RBM27;;GTPBP10
LRFN2;;VPS4B
PL-5283;;RPAP3
CAND1;;ATAD2
TMEM50B;;CEPT1
NIN;;DPYS
UBE2V2;;E2F7
Sep-15;;MMP14
C12orf10;;PDCD10
SNX2;;PDLIM4
FAM71F1;;RSPH3
PCDHB12;;IQSEC1
RPS6KA5;;BPTF
BTBD11;;HRASLS5
ZSWIM6;;PCDH11Y
JOSD1;;MAP3K1
RIC3;;UBR7
ARPC5;;GTF2IRD1
SHISA3;;SAFB
LOC390940;;TMEM100
CEP120;;COG3
FOXP2;;SSTR1
SLC16A14;;SSBP2
FAM165B;;ATM
CHKA;;PPAT
FAM109B;;COL29A1
SIX1;;PLCH1
UTP6;;FSTL5
ATXN7L1;;PATZ1
RNF185;;CCDC36
CREB1;;PAIP1
ACAT1;;KBTBD8
LRP12;;WDR78
C6orf35;;C1orf27
PTS;;TMEM126B
CHMP5;;ATL1
PPM1D;;KRT222
TRMT5;;MORC1
CHMP4B;;PXT1
MRPL50;;TMEM69
UGT8;;EXOSC3
ANKAR;;PKIB
ACTR3C;;KAL1
NDUFC2;;UEVLD
C21orf128;;TRPM6
CALCA;;NT5DC1
FLJ34503;;COG2
BPESC1;;ZNF214
PDCL;;BIVM
BCKDHB;;CISD1
GCM2;;RHOBTB1
NDUFA12;;ZNF688
ZSCAN12P1;;GOT1
HRSP12;;C3orf33
CAPN7;;FXC1
PRR18;;C6orf118
CENPW;;CDKAL1
PELO;;DENND5B
FMO9P;;TRIP4
SFPQ;;TPH1
LOC286184;;DGUOK
ALG10;;LOC728196
KHDRBS2;;RPAIN
DSCC1;;LOC729307
NAP1L5;;VCL
SYCP1;;TIMP2
C8orf74;;SLC30A1
ABCA11P;;SYT17
ABHD4;;DYNC1I1
KBTBD6;;PIGZ
CHAC2;;CENPA
USP38;;ANKRD5
ELAC1;;MAPRE1
RAB6A;;SEC61G
MUC19;;RIMS2
IVNS1ABP;;MYLK
PGBD4;;PRKCI
PCGF3;;ATG3
C9orf40;;LOC219688
ZNF100;;KRTAP26-1
CD300LB;;CLDN22
SLC9A4;;HSPD1
KRTAP1-5;;FSHB
ECM2;;RNF160
CAMK2N1;;TPO
SAMHD1;;APBB1IP
GBE1;;AZI2
STELLAR;;KCTD1
C1orf174;;GYS2
FAM47C;;MAML3
FGB;;RSPO2
NR1H4;;RHPN2
TTC28;;C1orf14
SEC62;;CYorf15A
RPRD2;;GPR88
MBP;;ZPLD1
TTC19;;CCDC152
PTF1A;;USP15
AGAP9;;PI4K2B
ADAMTS20;;C1orf227
FLJ26245;;IFNA10
SUDS3;;SEMA4B
ARV1;;GLRA3
DNAJB11;;HTRA3
LOC729558;;C1orf9
PRKD3;;CASS4
FLG;;GKN2
GSG2;;FEZF1
C11orf93;;TMEM14E
FAM48A;;IL27
TM4SF1;;C3orf43
IL1F5;;UPF2
C22orf32;;TBC1D26
GOLGA1;;GGTA1
TANC1;;AGK
FAM85A;;JUN
FAM72A;;AARSD1
ARIH1;;BAZ1A
MAGEH1;;SLC35F4
HEPHL1;;KHDRBS3
USP40;;ATAD1
ZBTB11;;THSD7B
FLJ22763;;EFCAB5
TWISTNB;;FLJ44313
FAM18B2;;ID4
C5orf43;;TM7SF3
SPTLC3;;CPOX
LOC100134015;;MBD6
PHF2;;HDGFRP3
LOC100329135;;LOC729852
BAI3;;FAM177B
CABP7;;MAFB
CDC37L1;;SUCLA2
SCAND2;;FAM120A
CLCA2;;CNKSR3
ABCC6P1;;SLC4A10
LOC348120;;TM4SF19
KRT12;;CLDN8
INHBB;;SLC5A12
COL15A1;;ZNF333
ANKRD20A2;;BRP44L
GIGYF1;;PCDHB10
RAB31;;ZNF597
LMTK2;;DUSP10
C1orf125;;RTKN
ZNF71;;FAM125B
PAPOLB;;HSPB2
SORBS1;;OVOL2
SLC33A1;;HSPA14
C3orf34;;FAF2
FAU;;CEP70
CDK15;;FRAT2
ADAM17;;WDR67
UGCG;;DDX27
LIPJ;;HSF2
SGOL2;;C3orf23
SNORD108;;PELI1
MGAT2;;CRYL1
FLCN;;ADAMTS19
TECRL;;TMEM14B
KIF13B;;TSHZ1
RMND5A;;CKAP4
CHORDC1;;PNP
ZNF322A;;BRI3
DUSP27;;TMTC2
HHEX;;FAM122A
CBLN4;;C6orf72
BRIX1;;KIAA0196
OBSCN;;SBF2
HTR1F;;PPP2R5C
LOC400027;;SAFB2
CHSY3;;FAM82A1
WNT9B;;MEX3C
CD151;;TKTL2
TMEM99;;HEY1
ZNF81;;MGA
SNORA11;;TUBGCP3
YEATS4;;A2ML1
MND1;;PDLIM3
TTC23L;;C8orf38
C8orf80;;LOC100216479
PBOV1;;TTC6
HKR1;;UBXN1
SLC32A1;;CHPT1
TMEM132C;;RAB12
UBAC1;;ALX1
ABHD3;;ZNF330
ZNF449;;ZIC2
MAP7D3;;NEUROG1
HEATR4;;SPTLC1
LRRC19;;RANBP9
BCL10;;NIN
PHLPP1;;CHMP5
TSPAN2;;C21orf128
NLN;;BPESC1
ZBED4;;BCKDHB
C5orf36;;GCM2
GNPTAB;;SFPQ
SNX1;;DSCC1
SLC15A1;;CHAC2
C3orf65;;ELAC1
LOC100128908;;C9orf40
RTN4IP1;;ECM2
C11orf92;;LOC729558
C22orf28;;C11orf93
RHOU;;KRT12
HOXD8;;SLC33A1
MPHOSPH6;;KIF13B
BCHE;;TTC23L
EIF4A2;;TSPAN2
IER5L;;RHOU
TIFA;;